B,C,G,J,L,N,P,R,T,V,X,Z,AB
0b5bec2e-2ed7-11ef-a183-99ad05e145f0,小〜,小……；少……,[sound:こ_コ━_0_NHK-2016-local.mp3],小人数,少数人员,[sound:hypertts-0b499b7af520a0d3d0089f10b1fc8a03c8cc279cfda19cce53ee2743.mp3],,,,,,
0b5bf70a-2ed7-11ef-a183-99ad05e145f0,小さい,小的；微弱的,[sound:小さい_チーサ＼イ_3_NHK-2016-local.mp3],子どもの服はすぐ小さくなる,小孩儿穿的衣服很快就会变小,[sound:hypertts-a3cf558117046b4b638298e6edf22c0b18c1cd8bc10acd9939fe1515.mp3],,,,,,
0b5bff2a-2ed7-11ef-a183-99ad05e145f0,小さな,小，微小的,[sound:小さな_チ＼ーサナ_1_NHK-2016-local.mp3],小さなこと,小事,[sound:hypertts-d040f65f1005b3ef656af48eb9efaf41325b4d048a09d87c5f716156.mp3],,,,,,
0b5c1064-2ed7-11ef-a183-99ad05e145f0,小学生,小学生,[sound:小学生_ショーカ゚＼クセー_3_NHK-2016-local.mp3],彼女は小学生に教える,她教小学生,[sound:hypertts-6039fa4bae86c1af151a9172de57ce7352c803894c703e0ec2f61586.mp3],,,,,,
0b5c1866-2ed7-11ef-a183-99ad05e145f0,少し,很少，一点点,[sound:少し_スコ＼シ_2_NHK-2016-local.mp3],パンが少し残っている,剩下一点儿面包,[sound:hypertts-77911eadb2041e3e11da0290a42a0ee1ff1449c73863db58e3c0270d.mp3],,,,,,
0b5c205e-2ed7-11ef-a183-99ad05e145f0,少ない,少量的，少的,[sound:少ない_スクナ＼イ_3_NHK-2016-local.mp3],人口が少ない,人口少,[sound:hypertts-0283e9d5ec30c9a2819962c734ce9bf2acbd72fd9ec4504b5cdcb664.mp3],,,,,,
0b5c287e-2ed7-11ef-a183-99ad05e145f0,消える,消失；熄灭,[sound:消える_キエル━_0_NHK-2016-local.mp3],テレビの音声が急に消えた,电视机的声音突然没有了,[sound:hypertts-206e2bb8265cc24c44c59780b1765b877f6d2e74648aa3f52a5fb5a9.mp3],火が消えた,火灭了,[sound:hypertts-3cb1f6bfcb20907150439ee4a6dc6b41fc08d069a785e27664cdc48a.mp3],,,
0b5c30da-2ed7-11ef-a183-99ad05e145f0,消す,熄灭，关掉（电源）；抹去,[sound:消す_ケス━_0_NHK-2016-local.mp3],テレビを消す,关上电视,[sound:hypertts-f7074371627d753837e5ec6ed2c097172b2000d51b91560f4b89ea49.mp3],火事を消す,扑灭火灾,[sound:hypertts-2de8cbcd5800073aadf7881af82779269bb09dcfda494abee2766bfa.mp3],消しゴムで消す,用橡皮擦掉,[sound:hypertts-1b30295c8021e126fb66a668477a21b87470593197b3d15404c2289a.mp3]
0b5c390e-2ed7-11ef-a183-99ad05e145f0,焼酎,烧酒,[sound:焼酎_ショーチュ＼ー_3_NHK-2016-local.mp3],焼酎をお湯で割る,往烧酒里对开水,[sound:hypertts-381b150bc2c50490cb198bb867c55f4eb093a89d71b22922386a31c0.mp3],,,,,,
0b5c4976-2ed7-11ef-a183-99ad05e145f0,象,大象,[sound:象_ゾ＼ー_1_NHK-2016-local.mp3],アフリカ象,非洲象,[sound:hypertts-450bf5450f561c199773742f9232adad57f6ff2075db539794ac1ec4.mp3],,,,,,
0b5c5178-2ed7-11ef-a183-99ad05e145f0,上,上面；表面；前面；（程度、地位、等级等）高；（年龄）大,[sound:上_ウエ━_0_NHK-2016-local.mp3],上から下を見る,从上往下看,[sound:hypertts-fb46710eb9ca4fd2e3233c4c62d3da94a223017b37441a57c93aeb71.mp3],机の上の本,桌子上的书,[sound:hypertts-9522009a06370ef6429af301fce5047e206e320e9d4f2d36d217ad60.mp3],いちばん上の兄,大哥,[sound:hypertts-349301278bfb56dfdc0fd96d467f3d950be98d9f8ae28d5bc7fb209c.mp3]
0b5c59fc-2ed7-11ef-a183-99ad05e145f0,上げる,举高；提高,[sound:上げる_アケ゚ル━_0_NHK-2016-local.mp3],手を上げる,举手,[sound:hypertts-995442fa55da5bbe56af84bed48d149492319e8fd78714838dcf4d76.mp3],,,,,,
0b5c6212-2ed7-11ef-a183-99ad05e145f0,上手,擅长，高明,[sound:じょうず_ジョーズ＼_3_NHK-2016-local.mp3],料理が上手だ,很会做饭,[sound:voicepeak-a5885001.mp3],,,,,,
0b5c6a50-2ed7-11ef-a183-99ad05e145f0,丈夫,健康，强壮；坚固，结实,[sound:じょうぶ_ジョーブ━_0_NHK-2016-local.mp3],体が丈夫だ,身体健壮,[sound:hypertts-fcfad424b3aa5489ea246b77ce24bb267935e130940d87c5cb61496b.mp3],,,,,,
0b5c7270-2ed7-11ef-a183-99ad05e145f0,乗る,乘坐，搭乘,[sound:乗る_ノル━_0_NHK-2016-local.mp3],タクシーに乗って家に帰る,坐出租车回家,[sound:hypertts-6cdcb4bb3feb119bb4aa6e82854c101903c20ac8cc3f72e60ffd4518.mp3],,,,,,
0b5c831e-2ed7-11ef-a183-99ad05e145f0,色,颜色；色泽,[sound:色_イロ＼_2_NHK-2016-local.mp3],やわらかい色,柔和的颜色,[sound:hypertts-c3c0c833c57f9c42351e65d7fb56771fe7fe9a137ce08133d79923b2.mp3],,,,,,
0b5c8b2a-2ed7-11ef-a183-99ad05e145f0,食べる,吃,[sound:食べる_タベ＼ル_2_NHK-2016-local.mp3],ご飯を食べる,吃饭,[sound:hypertts-57f992281e3ac96e8b279c4263f050c5614099b6439322eccb803df7.mp3],,,,,,
0b5c93b8-2ed7-11ef-a183-99ad05e145f0,食べ物,食物，食品,[sound:食べ物_タベ＼モノ_2_NHK-2016-local.mp3],食べ物に気をつける,注意饮食；注意吃东西,[sound:hypertts-29565cd9cfd2961a8b7e9721e8bd261587a4124d3f0f9acc296d0494.mp3],,,,,,
0b5c9bb0-2ed7-11ef-a183-99ad05e145f0,食堂,食堂，餐厅,[sound:食堂_ショクドー━_0_NHK-2016-local.mp3],学生食堂は安いがあまりおいしくない,学生食堂便宜，但不怎么好吃,[sound:hypertts-61ad11d284da67cf33838e4820c6c6cd9744cc0315e96cec6dca8de1.mp3],,,,,,
0b5ca3d0-2ed7-11ef-a183-99ad05e145f0,信じる,相信，信赖；信仰,[sound:信じる_シンジ＼ル_3_NHK-2016-local.mp3],自分を信じる,相信自己,[sound:hypertts-04fc5fd04d2a65847e756b503be2ae060fe2789f08ee33a85743d85f.mp3],キリスト教を信じる,信基督教,[sound:hypertts-a36a1065c474906f65efab3f05443fddf872d510e726d39283318bdd.mp3],,,
0b5cabd2-2ed7-11ef-a183-99ad05e145f0,信号,红绿灯；信号,[sound:信号_シンコ゚ー━_0_NHK-2016-local.mp3],赤信号,红灯；危险信号,[sound:hypertts-b28e55bea13129761a6a08c048530122404c055f3e5e8c2c995f2b97.mp3],,,,,,
0b5cb410-2ed7-11ef-a183-99ad05e145f0,寝る,睡觉；躺着,[sound:寝る_ネル━_0_NHK-2016-local.mp3],子どもが寝ている,孩子在睡觉,[sound:hypertts-146fdb7f7def7752bd58853d5fff20eb3666b090f5413aeedf2c4c90.mp3],,,,,,
0b5cc3e2-2ed7-11ef-a183-99ad05e145f0,新しい,新的,[sound:新しい_アタラシ＼イ_4_NHK-2016-local.mp3],大学に入って新しい友達ができた,上大学后交到了新朋友,[sound:hypertts-ac93eaf53026b9f571a62cb94c71284328112dfa1a77f5ec88666492.mp3],,,,,,
0b5ccc34-2ed7-11ef-a183-99ad05e145f0,新鮮,新鲜，鲜活,[sound:新鮮_シンセン━_0_NHK-2016-local.mp3],新鮮な野菜,新鲜的蔬菜,[sound:hypertts-be3ecf00afbea0607577fc55f78c0f8af31c4d6b35a9870e0bb47c29.mp3],,,,,,
0b5cd440-2ed7-11ef-a183-99ad05e145f0,新年,新年,[sound:新年_シ＼ンネン_1_NHK-2016-local.mp3],新年を迎える,迎接新年,[sound:hypertts-dff1d76c47c56ce75085ce234e5e93fce2f9c32038d80c42393baf92.mp3],,,,,,
0b5cdc38-2ed7-11ef-a183-99ad05e145f0,新聞,报纸,[sound:新聞_シンブン━_0_NHK-2016-local.mp3],新聞を読む,看报纸,[sound:hypertts-09590485d31e711b91a5e977efbc6634f27862278cea4c32976e3196.mp3],,,,,,
0b5d0708-2ed7-11ef-a183-99ad05e145f0,辛[から]い,辣的；烈的,[sound:辛い_カラ＼イ_2_NHK-2016-local.mp3],四川料理は辛[から]い,四川料理辣,[sound:hypertts-25c8b55f8007aba0f16997e9bda0cf90e8a27b3696c70360a9d6e103.mp3],辛い酒だ,烈性酒,[sound:hypertts-d29128b119d6d6aba04a2a51b832f3cdbd77cfdfcf9099474e409e6b.mp3],,,
0b5d1766-2ed7-11ef-a183-99ad05e145f0,人,人；某人；人品,[sound:ひと_ヒト━_0_NHK-2016-local.mp3],人と動物,人和动物,[sound:hypertts-9b9dbfaa3fee8c23ebc24ee2142bcb6380b3d2f3e52f0d70604a2b63.mp3],,,,,,
0b5d1fb8-2ed7-11ef-a183-99ad05e145f0,人間,人，人类,[sound:人間_ニンケ゚ン━_0_NHK-2016-local.mp3],人間の皮をかぶった悪魔,披着人皮的恶魔,[sound:hypertts-9f02ae6f25e71aefba58b9dad0300262589d56e4e5bbe68b590fae9e.mp3],,,,,,
0b5d2fd0-2ed7-11ef-a183-99ad05e145f0,図書館,图书馆,[sound:図書館_トショ＼カン_2_NHK-2016-local.mp3],図書館で本を借りる,从图书馆借书,[sound:hypertts-cd79914775f40af5966ad86d4db1828eec62bae036cbf9d8d67d2ce8.mp3],,,,,,
0b5d37d2-2ed7-11ef-a183-99ad05e145f0,吹く,吹风；吹，喷,[sound:吹く_フ＼ク_1_NHK-2016-local.mp3],北風が吹く,刮北风,[sound:hypertts-3bca1c08363c007ad7c29adbbbca196d97ca5e0ec03e7dd983666dd1.mp3],,,,,,
0b5d483a-2ed7-11ef-a183-99ad05e145f0,水,水,[sound:水_ミズ━_0_NHK-2016-local.mp3],ウォーター,水,[sound:hypertts-b060d719611ca0fb736eb49b593639cc9c543cd9e5b10f22e8bbbba7.mp3],,,,,,
0b5d5064-2ed7-11ef-a183-99ad05e145f0,水曜日,周三,[sound:水曜日_スイヨ＼ービ_3_NHK-2016-local.mp3],月曜日・火曜日・木曜日・金曜日・土曜日・日曜日,其他周一到周日的叫法,[sound:voicepeak-36-月曜日・火曜日・木曜日・金曜日・土曜日・-435.mp3],,,,,,
0b5d6932-2ed7-11ef-a183-99ad05e145f0,数字,数字,[sound:数字_スージ━_0_NHK-2016-local.mp3],4桁の数字,四位数字,[sound:hypertts-b93f0f1703d011c72de017facd5650b9018361d14b83e607e05c256e.mp3],,,,,,
0b5d7922-2ed7-11ef-a183-99ad05e145f0,晴れ,晴天,[sound:晴れ_ハレ＼_2_NHK-2016-local.mp3],あしたは晴れだといいね,明天晴天就好了,[sound:hypertts-d83608bceff45b3e054accc16d5db283f7522b47e99041403180763d.mp3],,,,,,
0b5d8142-2ed7-11ef-a183-99ad05e145f0,晴れる,天气放晴；心情愉快,[sound:晴れる_ハレ＼ル_2_NHK-2016-local.mp3],あすは晴れるでしょう,明天天晴,[sound:hypertts-e45504c7e5455ed4699b798d24eef51646035dd4d794aefc968329cd.mp3],,,,,,
0b5d8962-2ed7-11ef-a183-99ad05e145f0,生まれる,出生；产生，创立,[sound:生まれる_ウマレル━_0_NHK-2016-local.mp3],杭州で生まれ上海で育った,生在杭州，长在上海,[sound:hypertts-e52534e697e8559912f97597f4d4ce3971d756e3a4caeca92049953a.mp3],また新しい国が生まれた,又诞生了一个新国家,[sound:hypertts-f4c664ef4cc589799af3bc45b70c9539892a181504ec7136322e2558.mp3],,,
0b5d9a4c-2ed7-11ef-a183-99ad05e145f0,生徒,（初中或高中的）学生,[sound:生徒_セ＼ート_1_NHK-2016-local.mp3],生徒会の会長,学生会的会长,[sound:hypertts-f207330f044d2ea8cd0cafc73ba9aad5f46ee0662cdf17af09e0c517.mp3],,,,,,
0b5da276-2ed7-11ef-a183-99ad05e145f0,声,（人或动物发出的）声音；意见，反馈,[sound:声_コ＼エ_1_NHK-2016-local.mp3],大きな声,很大的声音,[sound:hypertts-cdf8c0bafe1fe8d955fe004e335f22ef7e296762476d60bca682cd47.mp3],市民の声を聞く,倾听市民的意见,[sound:hypertts-01dd3fe65d389a92c0d414cadc128189469fe274a5e249de6e97d9fa.mp3],,,
0b5daa96-2ed7-11ef-a183-99ad05e145f0,西,西方,[sound:西_ニシ━_0_NHK-2016-local.mp3],西向きの部屋,朝西的房间,[sound:hypertts-8f6ba602d9ba138953193cda4e56dee0630f134d66ec3c53affc4c14.mp3],,,,,,
0b5dbcca-2ed7-11ef-a183-99ad05e145f0,青,蓝色；青色；绿色；不成熟；绿灯,[sound:青_ア＼オ_1_NHK-2016-local.mp3],青ぞら,蓝天,[sound:hypertts-c788983240dbc16ab5c78be79ad196080cf86edcca5a3927841876e2.mp3],青になったら横断しよう,绿灯亮了再过马路,[sound:hypertts-04c4697dc43a88f13f6f842a8173526fef7d12d267327c15664ee1af.mp3],,,
0b5dc4f4-2ed7-11ef-a183-99ad05e145f0,青い,蓝色的；绿色的；苍白的；不成熟的,[sound:青い_アオ＼イ_2_NHK-2016-local.mp3],青い野菜をとると体によい,吃青菜对身体好,[sound:hypertts-2e528af5af50195f7dda64738cd4b134c3db5a63b779e639d049d3ec.mp3],顔色が青い,脸色苍白,[sound:hypertts-408f24e04e965087bb62f1bac2035252f64ca0a8f19cf21116a63f4d.mp3],考え方がまだ青い,想法还太嫩了,[sound:hypertts-f19e10e74813f70e4255284baf681cb500a72013c62c280b0cb206f1.mp3]
0b5dcd1e-2ed7-11ef-a183-99ad05e145f0,静か,安静；文静,[sound:静か_シ＼ズカ_1_NHK-2016-local.mp3],お静かに願います,请安静！,[sound:hypertts-3605a49d6bcc9d4af6d4593cd4c40d89e6e14acb9bc417c1b869f149.mp3],ドアは静かに閉めてください,请轻轻地关上门,[sound:hypertts-63be5b44a13679ec68d86be5c4b43f16c4e2fa96c2e18c55b484cfc6.mp3],,,
0b5ddd72-2ed7-11ef-a183-99ad05e145f0,赤,红色；完全,[sound:赤_ア＼カ_1_NHK-2016-local.mp3],私の好きな色は赤です,我喜欢的颜色是红色,[sound:hypertts-6ad2600b62664c046535d44a32c7239969a8f5461bcf29f47fe7e490.mp3],赤の他人,陌生人；毫不相关的人,[sound:hypertts-b4480b22ca62941d300e6718b88ac5053d087b52ec7b780deb417042.mp3],,,
0b5de5ce-2ed7-11ef-a183-99ad05e145f0,赤い,红色的,[sound:赤い_アカイ━_0_NHK-2016-local.mp3],夕焼けが赤い,夕阳是红色的,[sound:hypertts-009e2dd904329891bd3771f0947b20feff9234d89ff4a583c5e36bae.mp3],,,,,,
0b5dee70-2ed7-11ef-a183-99ad05e145f0,切る,切，割；中断，关闭,[sound:切る_キ＼ル_1_NHK-2016-local.mp3],電源を切る,关闭电源,[sound:hypertts-ce7feea8f3f8ba27ecb0421d331114e179814b52e93888018eebde04.mp3],短く切る,截短；切短,[sound:hypertts-2b024b5d8a2c0e889c36d058468f625e3a99809ab2bd5d4d07b240b5.mp3],,,
0b5df640-2ed7-11ef-a183-99ad05e145f0,切手,邮票,[sound:切手_キッテ━_0_NHK-2016-local.mp3],切手を貼る,贴邮票,[sound:hypertts-944b974b63044234f2f04ddeb13d41328ce66aee3d9dc4e6af15a7a2.mp3],,,,,,
0b5dfe42-2ed7-11ef-a183-99ad05e145f0,切符,（车、船等的）票,[sound:切符_キップ━_0_NHK-2016-local.mp3],チケット,票，券,[sound:hypertts-cf7743f35ab10c4561602622f71c5dd61dd57f3c048a55c9fc0b538c.mp3],,,,,,
0b5e069e-2ed7-11ef-a183-99ad05e145f0,雪,雪；雪白,[sound:雪_ユキ＼_2_NHK-2016-local.mp3],雨が雪になる,雨变成雪,[sound:hypertts-580b337795edb0af52969883af2902598af1a9c67e693e5d587fea46.mp3],,,,,,
0b5e16b6-2ed7-11ef-a183-99ad05e145f0,先々月,上上个月,[sound:先々月_センセンケ゚ツ━_0_NHK-2016-local.mp3],再来月,下下个月,[sound:hypertts-b18338e09a32e31d53ce49e34d6c2da65396f81c1c71d7eae9e627cf.mp3],,,,,,
0b5e1eea-2ed7-11ef-a183-99ad05e145f0,先々週,上上周,[sound:先々週_センセンシュー━_0_NHK-2016-local.mp3],再来週,下下周,[sound:hypertts-1d3a8849fbc17038b08f8941865a45c953e205610d3b72777310c801.mp3],,,,,,
0b5e27a0-2ed7-11ef-a183-99ad05e145f0,先に,之前，以前,[sound:先に_サキニ━_0_NHK-2016-local.mp3],先に述べたように,如前所述,[sound:hypertts-bcd90acd9c6d87636f66b89ca52462404d1c05a3c7dbdc8eb04c0237.mp3],,,,,,
0b5e329a-2ed7-11ef-a183-99ad05e145f0,先月,上个月,[sound:先月_セ＼ンケ゚ツ_1_NHK-2016-local.mp3],先月末,上月底,[sound:hypertts-2c11b5ed4659c8cb69431da3f2b9de24170c77fb7a0bdea25947c32e.mp3],,,,,,
0b5e3a9c-2ed7-11ef-a183-99ad05e145f0,先週,上周,[sound:先週_センシュー━_0_NHK-2016-local.mp3],先週の日曜はコンサートに行った,上星期天去听音乐会了,[sound:hypertts-c0099075b07f5936420562f0dad8298e60f37319935c92dc397449db.mp3],,,,,,
0b5e429e-2ed7-11ef-a183-99ad05e145f0,先生,对老师、医生、律师等的敬称,[sound:先生_センセ＼ー_3_NHK-2016-local.mp3],音楽の先生,音乐老师,[sound:hypertts-fba31a677e006a16a9791882a28d6a89f0841110f13b75baccb53d15.mp3],,,,,,
0b5e531a-2ed7-11ef-a183-99ad05e145f0,千,千,[sound:千_セ＼ン_1_NHK-2016-local.mp3],応募者は千人だった,报名参加的有一千人,[sound:hypertts-9302c186bd404b1e3d99bd79ba44fdaf362e3c787cbb8afbde52630a.mp3],,,,,,
0b5e5b30-2ed7-11ef-a183-99ad05e145f0,千円,一千日元,[sound:千円_セ＼ンエン_1_NHK-2016-local.mp3],一万円札を千円札に崩す,把一万日元的钞票破成一千日元的,[sound:hypertts-f61d9a191a7e805034fcd58dabec700c7f2561d928e6bfaf08569619.mp3],,,,,,
0b5e633c-2ed7-11ef-a183-99ad05e145f0,川,河川，河流,[sound:川_カワ＼_2_NHK-2016-local.mp3],川を渡る,渡河；过河,[sound:hypertts-44fc33d6b0877e74fa21d1b14e439f33fc872cffbbc0bcbb474afc4e.mp3],,,,,,
0b5e6b70-2ed7-11ef-a183-99ad05e145f0,洗う,清洗，冲洗,[sound:洗う_アラウ━_0_NHK-2016-local.mp3],洗っていない皿,没洗的碟子,[sound:hypertts-0ee6c2129f84f3a821304bbf0b39862652013fc21e708019e34dcfd5.mp3],,,,,,
0b5e735e-2ed7-11ef-a183-99ad05e145f0,洗濯,洗衣服,[sound:洗濯_センタク━_0_NHK-2016-local.mp3],服を洗濯する,洗衣服,[sound:hypertts-966d37182ee1171b00d3aceba99bb0976d69e88c28b1397be906fdb2.mp3],,,,,,
0b5e7b92-2ed7-11ef-a183-99ad05e145f0,洗濯機,洗衣机,[sound:洗濯機_センタ＼クキ_3_NHK-2016-local.mp3],洗濯機を修理する,修洗衣机,[sound:hypertts-613e5b460c71462810a2198427200ac9925b99b31a792f922d05c36a.mp3],,,,,,
0b5e9410-2ed7-11ef-a183-99ad05e145f0,前,前面；以前,[sound:前_マ＼エ_1_NHK-2016-local.mp3],まっすぐ前を見なさい,向正前方看,[sound:hypertts-86bcb6891cf91dd6a694604b241f08c5c3e1aa3d5128e952b68cae80.mp3],,,,,,
0b5e9c4e-2ed7-11ef-a183-99ad05e145f0,全員,全体成员,[sound:全員_ゼンイン━_0_NHK-2016-local.mp3],クラス全員が参加する,全班同学都参加,[sound:hypertts-03091709842f78a62c8e6f1314c65193ded162cdd1d02d713fdb12f6.mp3],,,,,,
0b5ea4b4-2ed7-11ef-a183-99ad05e145f0,全部,全部,[sound:全部_ゼ＼ンブ_1_NHK-2016-local.mp3],貯金はもう全部使ってしまった,存款已经都用完了,[sound:hypertts-74d337a781ce6fc08c8fb96ac79f800a5c3e3b6d44f135429628fa46.mp3],,,,,,
0b5eacde-2ed7-11ef-a183-99ad05e145f0,祖父母,祖父母,[sound:祖父母_ソフ＼ボ_2_NHK-2016-local.mp3],祖父母と孫,祖孙,[sound:hypertts-9c39fa65fc13f3628cf8753d8769fe40381a7a8d2b5e75820988b0fe.mp3],,,,,,
0b5eb530-2ed7-11ef-a183-99ad05e145f0,掃除,打扫,[sound:掃除_ソージ━_0_NHK-2016-local.mp3],教室を掃除する,打扫教室,[sound:hypertts-57c059993f952d71784c3caed971b2403613ab56e976e6d4d01aca98.mp3],,,,,,
0b5ebd3c-2ed7-11ef-a183-99ad05e145f0,早い,早的,[sound:早い_ハヤ＼イ_2_NHK-2016-local.mp3],朝起きるのが早い,早上起得早,[sound:hypertts-56053ec1a9fec7b789f020ab1ed31f29ad1c2bd2cd7df59cbaf0c8cd.mp3],,,,,,
0b5ec53e-2ed7-11ef-a183-99ad05e145f0,相撲,相扑（运动）,[sound:相撲_スモー━_0_NHK-2016-local.mp3],相撲にならない,力量相差悬殊，不是对手,[sound:hypertts-4a0097887cd0861171843b5a98f18c83d16ca0cbb9fd1228d9d420ea.mp3],,,,,,
0b5ecdd6-2ed7-11ef-a183-99ad05e145f0,窓,窗户,[sound:窓_マ＼ド_1_NHK-2016-local.mp3],窓を開ける,打开窗户,[sound:hypertts-14ccf0086e9909092d48020633320bc727d6bd585259965f26008941.mp3],窓を閉める,关上窗户,[sound:hypertts-6777523dd9ae83de7b288320aaf97c01d2c0614202f420202fc0d16a.mp3],,,
0b5ede0c-2ed7-11ef-a183-99ad05e145f0,走る,奔跑；行驶,[sound:はしる_ハシ＼ル_2_NHK-2016-local.mp3],100メートルを11秒で走る,一百米跑十一秒,[sound:hypertts-0a1697953ca2d8380366b35ae0e5df99a35daa7ed539ccabb8fb2a25.mp3],新幹線は時速300キロで走る,新干线以时速三百公里奔驰,[sound:hypertts-2051327647a02b23c4c11aec3e97476bc11ffca9bb3ae3b986d6c8b4.mp3],,,
0b5eee56-2ed7-11ef-a183-99ad05e145f0,側[がわ],一侧，一方,[sound:側_ガワ━_0_NHK-2016-local.mp3],川の向こう側にある,在河的对岸,[sound:hypertts-6486bcf845931bf493ee5576e44923f5b0e3a1e68512c62fa7ca3a20.mp3],,,,,,
0b5efe00-2ed7-11ef-a183-99ad05e145f0,村,村庄，农村,[sound:村_ムラ＼_2_NHK-2016-local.mp3],山の小さな村,山间小村庄,[sound:hypertts-a1d0be028c05962d1cbac8cb6f32db1cdedae5c174a2974fa9927fb4.mp3],,,,,,
0b5f0634-2ed7-11ef-a183-99ad05e145f0,多い,多的,[sound:多い_オ＼ーイ_1_NHK-2016-local.mp3],中国は人口が多い,中国人口众多,[sound:hypertts-2353c372283c58ad815da5b076da1482946b0c96517e0be6b91f485f.mp3],,,,,,
0b5f0e68-2ed7-11ef-a183-99ad05e145f0,太い,胖的；粗的,[sound:太い_フト＼イ_2_NHK-2016-local.mp3],首が太い,脖子粗,[sound:hypertts-1663429e4622a38309b5f090d7bf0487ecfcf617edf103db9b4a57eb.mp3],,,,,,
0b5f1674-2ed7-11ef-a183-99ad05e145f0,太陽,太阳,[sound:太陽_タ＼イヨー_1_NHK-2016-local.mp3],太陽が昇る,太阳升起,[sound:hypertts-07b55885fd4ef319752ae4efaee569036413ccc8bfb29e00f65aa1dd.mp3],太陽が沈む,太阳下山,[sound:hypertts-134cadca7194d11381a7f739661cd44ef131dc3733993b7aafb4d50f.mp3],,,
0b5f1ebc-2ed7-11ef-a183-99ad05e145f0,駄目,不行，没用，不可以,[sound:だめ_ダメ＼_2_NHK-2016-local.mp3],泣いては駄目だ,不许哭,[sound:hypertts-018bdd39a954f3bf2000430f494428c2b273dfbde92a2e417d20e683.mp3],,,,,,
0b5f4658-2ed7-11ef-a183-99ad05e145f0,体,身体；体格；健康,[sound:体_カラダ━_0_NHK-2016-local.mp3],体を動かす,活动身体,[sound:hypertts-5433fce4a35cba8aafa9fa2b17482a04fc1652d9266bbb221347b44b.mp3],体が大きい・小さい,个子大/小,[sound:hypertts-6f43f5c7687e523e3ae298522fb8d31c55374d2ee1946ee1615f8c4d.mp3],体がよくなる,健康好转,[sound:hypertts-f77159055652ca105ac85abe5a50fe7260529a579d39b647d748767c.mp3]
0b5f5bd4-2ed7-11ef-a183-99ad05e145f0,待つ,等待,[sound:待つ_マ＼ツ_1_NHK-2016-local.mp3],ちょっと待ってください,请稍等；请等一下,[sound:hypertts-822e030ca5a7be5636d233586bbc22517568239567bee7244edc6a7a.mp3],,,,,,
0b5f650c-2ed7-11ef-a183-99ad05e145f0,貸す,借出；租借；提供,[sound:貸す_カス━_0_NHK-2016-local.mp3],力を貸す,帮忙,[sound:hypertts-a5478498e04e4b6c58d1d99cff362f41e67e64a7fb0db395c285f2f3.mp3],,,,,,
0b5f7dd0-2ed7-11ef-a183-99ad05e145f0,大きい,大的；年长的,[sound:大きい_オーキ＼イ_3_NHK-2016-local.mp3],あのイヌは子ウシのように大きい,那只狗有小牛那么大,[sound:hypertts-3602543af0bf8752a9661b3991349710943631ccb67d663535e2372a.mp3],,,,,,
0b5f8618-2ed7-11ef-a183-99ad05e145f0,大みそか,除夕（在日本指12月31日）,[sound:大みそか_オーミ＼ソカ_3_NHK-2016-local.mp3],大みそかの電車は終夜運転です,除夕夜电车通宵运行,[sound:hypertts-19cf4f333ebe4cb2d6cc2f7d5a1837d366301d82ff1795eb08244739.mp3],,,,,,
